loan_amnt,term,annual_inc,dti,fico_range_low,emp_length,home_ownership,mort_acc,acc_open_past_24mths,num_actv_rev_tl,mths_since_recent_inq,mths_since_recent_bc,mo_sin_old_rev_tl_op,mo_sin_rcnt_tl,avg_cur_bal,tot_cur_bal,total_bc_limit,verification_status,purpose
14100.0,60.0,59974.73,13.48,711.0,3.0,RENT,1.0,8.0,7.0,4.0,8.0,239.55,7.0,2373.54,28180.81,12163.65,Source Verified,debt_consolidation
14200.0,36.0,35643.44,21.34,660.0,6.0,RENT,2.0,1.0,6.0,12.0,58.0,175.72,12.0,1978.2,13363.92,2700.73,Not Verified,debt_consolidation
4600.0,36.0,24209.47,22.39,701.0,5.0,RENT,,,,,,,,,,,Not Verified,debt_consolidation
26700.0,60.0,100714.9,16.13,658.0,10.0,MORTGAGE,0.0,9.0,5.0,10.0,,168.7,11.0,4438.84,40005.95,0.0,Not Verified,debt_consolidation
3600.0,36.0,50011.01,20.39,749.0,3.0,MORTGAGE,1.0,6.0,4.0,6.0,3.0,64.26,3.0,18220.52,218648.75,14356.86,Not Verified,debt_consolidation
5600.0,36.0,42824.45,32.07,687.0,9.0,MORTGAGE,0.0,5.0,5.0,7.0,35.0,104.52,7.0,3199.95,41390.41,14648.43,Source Verified,debt_consolidation
19000.0,36.0,52101.35,19.89,683.0,0.0,RENT,0.0,13.0,4.0,7.0,4.0,231.82,4.0,14361.06,253409.26,19467.24,Not Verified,debt_consolidation
7000.0,36.0,129863.89,26.52,696.0,7.0,MORTGAGE,4.0,8.0,11.0,3.0,12.0,216.3,3.0,21548.55,438685.25,73157.22,Not Verified,debt_consolidation
9900.0,36.0,48999.89,2.06,686.0,4.0,MORTGAGE,1.0,3.0,,15.0,15.0,,,,,3955.82,Source Verified,debt_consolidation
5000.0,36.0,50851.99,17.35,665.0,10.0,RENT,0.0,5.0,6.0,6.0,7.0,130.85,7.0,1595.05,19453.65,10923.02,Source Verified,debt_consolidation
35300.0,36.0,164474.58,21.89,676.0,10.0,MORTGAGE,4.0,0.0,11.0,,198.0,457.48,36.0,47903.34,637015.33,78911.62,Source Verified,debt_consolidation
11600.0,36.0,76877.73,10.86,673.0,0.0,MORTGAGE,3.0,4.0,3.0,7.0,0.0,451.32,0.0,48225.65,285950.73,5089.83,Source Verified,debt_consolidation
5000.0,36.0,51157.14,24.9,800.0,10.0,MORTGAGE,2.0,8.0,7.0,15.0,10.0,181.94,9.0,10946.22,154104.72,32935.2,Not Verified,debt_consolidation
35200.0,36.0,119139.45,12.04,672.0,10.0,MORTGAGE,5.0,13.0,9.0,1.0,2.0,228.71,2.0,13312.38,347040.76,56939.85,Source Verified,debt_consolidation
7700.0,36.0,62933.21,29.45,684.0,10.0,RENT,3.0,7.0,8.0,7.0,8.0,170.71,4.0,4296.09,59473.55,3965.1,Source Verified,debt_consolidation
16400.0,36.0,54563.11,23.42,676.0,10.0,RENT,0.0,4.0,6.0,3.0,26.0,278.98,6.0,4216.02,34186.99,5509.01,Source Verified,debt_consolidation
2100.0,36.0,72712.24,31.14,695.0,10.0,RENT,0.0,6.0,15.0,1.0,2.0,463.34,2.0,4535.04,90200.43,37129.9,Not Verified,debt_consolidation
7900.0,36.0,57654.68,23.21,664.0,0.0,MORTGAGE,1.0,3.0,2.0,18.0,152.0,159.81,17.0,18822.91,115956.5,3070.69,Not Verified,debt_consolidation
35300.0,36.0,90153.56,18.24,687.0,7.0,MORTGAGE,2.0,3.0,6.0,12.0,26.0,237.78,12.0,12419.56,146133.89,26957.73,Source Verified,debt_consolidation
14700.0,60.0,40862.7,26.69,664.0,5.0,RENT,0.0,12.0,8.0,1.0,17.0,240.1,5.0,3498.26,88872.2,8656.38,Source Verified,debt_consolidation
12500.0,36.0,99306.17,4.26,677.0,10.0,MORTGAGE,7.0,7.0,7.0,4.0,11.0,190.68,3.0,17051.66,146555.41,15533.51,Source Verified,debt_consolidation
9900.0,36.0,35523.19,11.73,736.0,0.0,OWN,2.0,2.0,4.0,10.0,10.0,304.35,10.0,3206.01,13199.13,13855.28,Source Verified,debt_consolidation
10100.0,60.0,59105.67,12.5,657.0,2.0,RENT,0.0,3.0,4.0,8.0,10.0,155.29,10.0,3037.17,24642.64,16642.88,Not Verified,debt_consolidation
5500.0,36.0,63813.75,12.7,733.0,0.0,RENT,,,,,,,,,,,Source Verified,debt_consolidation
3200.0,36.0,35484.39,29.33,702.0,0.0,RENT,0.0,3.0,3.0,,1.0,101.97,1.0,6194.09,68208.82,6178.92,Not Verified,debt_consolidation
10100.0,36.0,119168.27,26.8,674.0,6.0,RENT,1.0,17.0,6.0,10.0,14.0,95.25,1.0,10387.23,146247.53,10520.88,Not Verified,debt_consolidation
17800.0,36.0,123449.6,17.86,725.0,10.0,OWN,3.0,1.0,3.0,1.0,93.0,334.98,18.0,34270.65,344793.9,44967.21,Not Verified,debt_consolidation
8000.0,36.0,46461.78,19.81,676.0,2.0,RENT,0.0,2.0,3.0,19.0,9.0,127.24,6.0,8510.39,59200.7,7552.67,Source Verified,debt_consolidation
5000.0,36.0,100869.21,13.58,678.0,6.0,RENT,0.0,5.0,3.0,1.0,2.0,110.13,2.0,5577.9,32582.11,6620.46,Not Verified,debt_consolidation
21100.0,60.0,157613.6,12.16,734.0,7.0,MORTGAGE,2.0,2.0,6.0,,39.0,283.11,8.0,62041.82,870544.77,62395.14,Not Verified,debt_consolidation
10100.0,36.0,50495.33,29.6,684.0,8.0,MORTGAGE,1.0,4.0,5.0,21.0,21.0,75.78,11.0,9993.12,138598.58,8342.14,Not Verified,debt_consolidation
12000.0,36.0,65485.47,21.53,704.0,10.0,OWN,2.0,5.0,10.0,12.0,11.0,357.52,11.0,2554.11,37261.8,19161.2,Not Verified,debt_consolidation
24200.0,60.0,83127.31,23.36,694.0,0.0,MORTGAGE,2.0,9.0,9.0,4.0,17.0,137.86,4.0,18544.2,289635.02,31019.22,Source Verified,debt_consolidation
20000.0,60.0,73736.67,28.06,688.0,2.0,RENT,1.0,2.0,7.0,14.0,43.0,130.36,13.0,5973.15,64610.84,23129.2,Not Verified,debt_consolidation
24100.0,36.0,60566.78,13.61,658.0,10.0,OWN,1.0,6.0,8.0,1.0,9.0,319.1,8.0,1729.51,19305.47,30100.18,Not Verified,debt_consolidation
6100.0,36.0,28467.25,4.3,696.0,8.0,RENT,0.0,4.0,4.0,5.0,9.0,41.98,5.0,689.24,3412.1,5240.2,Not Verified,debt_consolidation
9800.0,36.0,73251.67,12.7,648.0,5.0,RENT,,,,,,,,,,,Not Verified,debt_consolidation
19900.0,36.0,126707.68,25.21,685.0,10.0,MORTGAGE,4.0,15.0,12.0,0.0,19.0,195.48,1.0,6129.77,139986.84,29335.39,Not Verified,debt_consolidation
12800.0,36.0,50274.84,7.68,719.0,5.0,MORTGAGE,7.0,5.0,,3.0,3.0,,,,,26195.6,Not Verified,debt_consolidation
9500.0,36.0,30262.4,8.89,676.0,1.0,RENT,3.0,8.0,3.0,1.0,8.0,164.89,7.0,803.37,8625.64,8750.21,Source Verified,debt_consolidation
5000.0,36.0,89334.64,25.71,684.0,,MORTGAGE,4.0,2.0,7.0,5.0,76.0,424.49,5.0,28400.62,303690.82,48447.9,Not Verified,debt_consolidation
12300.0,36.0,97284.68,10.53,669.0,8.0,MORTGAGE,3.0,16.0,7.0,10.0,13.0,210.56,1.0,14443.68,136614.08,24772.77,Not Verified,debt_consolidation
11800.0,36.0,39638.37,21.67,678.0,8.0,OWN,0.0,4.0,3.0,7.0,65.0,139.46,7.0,3331.35,23743.88,3412.22,Not Verified,debt_consolidation
18300.0,36.0,162295.08,26.49,686.0,2.0,MORTGAGE,3.0,2.0,6.0,21.0,47.0,163.79,9.0,29450.35,400723.16,38573.07,Source Verified,debt_consolidation
24400.0,36.0,88046.54,22.12,759.0,10.0,MORTGAGE,2.0,4.0,10.0,2.0,15.0,502.03,5.0,9400.67,180021.45,66336.69,Not Verified,debt_consolidation
9900.0,60.0,22568.38,14.02,681.0,,OWN,0.0,6.0,4.0,16.0,3.0,210.89,3.0,1284.24,11423.66,29173.12,Not Verified,debt_consolidation
21900.0,60.0,52212.83,39.51,692.0,8.0,MORTGAGE,3.0,8.0,12.0,4.0,7.0,237.72,4.0,11281.32,202711.67,50346.22,Source Verified,debt_consolidation
2400.0,36.0,38216.42,9.45,680.0,1.0,MORTGAGE,,,,,,,,,,,Source Verified,debt_consolidation
1600.0,36.0,55740.42,8.96,687.0,3.0,MORTGAGE,1.0,5.0,7.0,8.0,12.0,35.21,12.0,18963.96,205624.17,795.72,Not Verified,debt_consolidation
35400.0,36.0,197228.5,14.35,734.0,7.0,RENT,0.0,1.0,3.0,,93.0,166.18,22.0,11258.1,56571.49,43733.85,Not Verified,debt_consolidation
14900.0,36.0,79128.52,13.54,767.0,10.0,MORTGAGE,5.0,11.0,11.0,12.0,1.0,443.76,1.0,12357.53,342899.0,91956.67,Not Verified,debt_consolidation
9600.0,36.0,54973.32,11.89,672.0,4.0,RENT,0.0,5.0,8.0,9.0,9.0,94.06,5.0,2886.53,26232.33,34745.12,Source Verified,debt_consolidation
11100.0,36.0,85676.63,25.87,678.0,6.0,RENT,0.0,2.0,6.0,7.0,36.0,117.89,4.0,7762.03,78006.04,21291.86,Source Verified,debt_consolidation
10000.0,36.0,44867.7,25.73,650.0,2.0,RENT,1.0,9.0,7.0,7.0,0.0,40.4,0.0,3855.95,42424.59,24164.57,Not Verified,debt_consolidation
19600.0,36.0,89538.09,14.15,767.0,10.0,MORTGAGE,5.0,8.0,6.0,0.0,2.0,313.05,2.0,34615.24,421293.52,112571.41,Not Verified,debt_consolidation
3200.0,36.0,38176.96,22.26,676.0,10.0,RENT,0.0,7.0,7.0,5.0,13.0,195.43,6.0,1344.93,17239.12,12066.13,Source Verified,debt_consolidation
13600.0,36.0,35902.35,23.06,688.0,10.0,MORTGAGE,4.0,6.0,,1.0,10.0,,,,,26949.04,Not Verified,debt_consolidation
20100.0,36.0,79686.13,7.87,683.0,4.0,MORTGAGE,1.0,6.0,8.0,13.0,33.0,110.92,14.0,31087.78,379777.8,14346.32,Not Verified,debt_consolidation
21100.0,60.0,44037.29,26.43,726.0,2.0,RENT,0.0,10.0,5.0,3.0,6.0,183.99,4.0,7537.12,132896.2,54103.09,Source Verified,debt_consolidation
10100.0,36.0,59823.19,21.25,658.0,6.0,MORTGAGE,,,,,,,,,,,Not Verified,debt_consolidation
1200.0,36.0,35341.71,33.52,691.0,0.0,RENT,0.0,4.0,6.0,6.0,17.0,118.25,17.0,8522.49,178184.22,18423.24,Not Verified,debt_consolidation
30100.0,36.0,250201.57,1.67,710.0,2.0,RENT,4.0,1.0,3.0,,28.0,350.36,7.0,31415.15,231186.49,45193.78,Source Verified,debt_consolidation
21300.0,60.0,44280.12,31.1,691.0,1.0,MORTGAGE,2.0,6.0,5.0,3.0,9.0,50.71,3.0,11819.73,120902.19,7363.62,Not Verified,debt_consolidation
8000.0,36.0,29588.19,9.49,646.0,10.0,RENT,0.0,0.0,2.0,,90.0,332.47,68.0,4243.83,8547.95,5675.36,Not Verified,debt_consolidation
8100.0,36.0,60366.54,36.92,682.0,8.0,MORTGAGE,0.0,7.0,8.0,,16.0,109.24,6.0,2899.78,45850.81,5875.81,Source Verified,debt_consolidation
9900.0,36.0,71412.22,23.37,667.0,10.0,MORTGAGE,3.0,9.0,17.0,4.0,21.0,144.1,4.0,4948.49,118093.06,12844.86,Not Verified,debt_consolidation
3500.0,36.0,72360.74,10.77,679.0,8.0,OWN,1.0,6.0,2.0,2.0,21.0,155.08,3.0,28345.7,306455.59,3640.18,Not Verified,debt_consolidation
18900.0,60.0,80190.14,23.06,654.0,5.0,RENT,1.0,6.0,4.0,5.0,5.0,181.66,5.0,5871.02,64210.23,31687.63,Not Verified,small_business
19700.0,60.0,52797.48,32.64,674.0,10.0,MORTGAGE,0.0,5.0,10.0,1.0,16.0,171.77,1.0,5176.57,88083.65,16684.45,Not Verified,debt_consolidation
15100.0,36.0,42489.56,9.26,646.0,10.0,RENT,0.0,3.0,4.0,8.0,7.0,96.5,7.0,2648.49,12850.14,17285.38,Not Verified,debt_consolidation
17800.0,36.0,69899.95,23.8,688.0,10.0,MORTGAGE,3.0,5.0,8.0,10.0,2.0,183.06,2.0,33070.95,327948.93,26524.48,Not Verified,debt_consolidation
25000.0,60.0,139017.25,20.38,672.0,2.0,MORTGAGE,1.0,7.0,7.0,1.0,14.0,123.33,14.0,7030.42,87260.2,34019.42,Source Verified,debt_consolidation
2000.0,36.0,123819.98,14.84,678.0,6.0,MORTGAGE,2.0,1.0,6.0,8.0,50.0,169.43,20.0,42175.93,375581.53,27529.76,Source Verified,debt_consolidation
16100.0,36.0,48336.83,31.15,688.0,1.0,MORTGAGE,5.0,3.0,4.0,19.0,2.0,63.56,2.0,24909.43,174137.6,24734.29,Source Verified,debt_consolidation
5400.0,36.0,64187.3,19.31,682.0,1.0,OWN,2.0,1.0,5.0,22.0,22.0,233.15,22.0,7033.67,63797.32,34349.01,Not Verified,debt_consolidation
11200.0,36.0,40377.64,25.58,677.0,2.0,RENT,0.0,3.0,2.0,13.0,17.0,36.0,13.0,7975.61,48311.59,12636.61,Not Verified,debt_consolidation
9600.0,36.0,32063.3,18.51,746.0,2.0,MORTGAGE,2.0,3.0,3.0,13.0,13.0,134.39,13.0,30217.66,182823.21,19801.41,Not Verified,debt_consolidation
32800.0,60.0,79970.24,28.06,700.0,0.0,MORTGAGE,2.0,16.0,8.0,12.0,9.0,123.16,5.0,8667.33,211815.69,49304.98,Source Verified,debt_consolidation
17500.0,36.0,84119.19,5.86,725.0,10.0,MORTGAGE,0.0,3.0,2.0,2.0,12.0,128.37,12.0,470.68,4632.07,28845.32,Source Verified,debt_consolidation
31000.0,60.0,222589.47,11.31,685.0,10.0,RENT,0.0,15.0,11.0,3.0,8.0,155.45,7.0,4259.34,71564.31,10348.62,Not Verified,debt_consolidation
14700.0,36.0,75979.68,12.72,761.0,3.0,MORTGAGE,1.0,6.0,3.0,1.0,1.0,94.25,1.0,14305.62,231225.8,49922.44,Not Verified,debt_consolidation
7900.0,36.0,31613.83,28.78,652.0,3.0,OWN,0.0,6.0,9.0,2.0,3.0,49.58,3.0,2599.8,32413.86,11485.44,Source Verified,debt_consolidation
15100.0,36.0,82694.62,12.52,680.0,8.0,MORTGAGE,1.0,3.0,6.0,7.0,14.0,124.06,14.0,28299.82,288020.97,16282.79,Not Verified,debt_consolidation
7100.0,36.0,48599.74,13.8,660.0,4.0,OWN,0.0,5.0,7.0,0.0,15.0,90.11,3.0,1770.08,13773.69,5888.3,Not Verified,debt_consolidation
19600.0,36.0,55211.74,28.1,657.0,10.0,RENT,0.0,5.0,4.0,2.0,43.0,259.03,2.0,3861.59,35487.78,1100.61,Not Verified,debt_consolidation
16300.0,36.0,93531.14,21.52,727.0,6.0,MORTGAGE,5.0,2.0,2.0,6.0,54.0,381.85,17.0,19764.62,235652.89,1797.98,Not Verified,debt_consolidation
14900.0,36.0,62325.44,16.66,704.0,3.0,MORTGAGE,5.0,4.0,6.0,1.0,16.0,183.03,7.0,30952.08,278069.88,45874.36,Not Verified,debt_consolidation
10100.0,36.0,65752.58,18.9,698.0,10.0,MORTGAGE,0.0,15.0,11.0,0.0,23.0,205.14,6.0,1048.07,19765.05,4136.74,Not Verified,debt_consolidation
29600.0,36.0,134433.65,11.69,688.0,10.0,RENT,0.0,1.0,5.0,17.0,7.0,213.9,7.0,7998.33,45856.12,48006.18,Source Verified,debt_consolidation
34900.0,60.0,119078.29,20.4,667.0,5.0,MORTGAGE,1.0,10.0,4.0,2.0,6.0,70.32,6.0,11264.42,221771.56,8446.97,Source Verified,debt_consolidation
2500.0,36.0,61260.79,12.64,672.0,7.0,RENT,0.0,3.0,5.0,3.0,74.0,96.97,3.0,2923.67,20242.98,1988.8,Not Verified,debt_consolidation
24900.0,60.0,84649.0,21.15,689.0,4.0,MORTGAGE,1.0,2.0,13.0,0.0,58.0,171.11,12.0,1885.75,32646.32,18153.66,Not Verified,debt_consolidation
18200.0,60.0,67185.88,3.77,709.0,6.0,MORTGAGE,0.0,3.0,4.0,11.0,2.0,41.94,2.0,1300.39,7983.52,3056.69,Source Verified,debt_consolidation
15000.0,36.0,121383.67,11.73,658.0,10.0,OWN,5.0,3.0,2.0,2.0,22.0,187.23,2.0,6824.95,27211.54,4163.56,Not Verified,debt_consolidation
15500.0,60.0,120702.82,6.08,682.0,10.0,MORTGAGE,7.0,0.0,4.0,4.0,31.0,255.17,31.0,94550.69,848782.77,37977.54,Not Verified,debt_consolidation
8000.0,36.0,68506.27,1.56,743.0,8.0,MORTGAGE,3.0,3.0,3.0,21.0,12.0,428.79,12.0,11466.38,127671.81,14842.3,Not Verified,debt_consolidation
22200.0,60.0,55751.77,23.23,692.0,10.0,MORTGAGE,4.0,5.0,12.0,20.0,15.0,104.2,15.0,10053.65,138680.88,51664.54,Not Verified,debt_consolidation
18000.0,36.0,105312.76,6.93,673.0,10.0,RENT,0.0,1.0,5.0,2.0,10.0,195.12,10.0,5976.14,37752.26,15969.01,Not Verified,debt_consolidation
21000.0,36.0,100734.08,11.24,679.0,0.0,RENT,0.0,2.0,7.0,16.0,19.0,136.26,2.0,3998.51,31694.6,29909.13,Source Verified,debt_consolidation
9900.0,36.0,57774.49,29.3,695.0,0.0,OWN,0.0,7.0,13.0,2.0,29.0,324.54,2.0,3708.9,68058.93,3216.6,Not Verified,debt_consolidation
10000.0,36.0,70065.83,8.84,691.0,0.0,OWN,2.0,5.0,4.0,5.0,4.0,110.44,4.0,24086.22,304827.39,19141.36,Source Verified,debt_consolidation
6500.0,36.0,49079.04,15.26,649.0,5.0,MORTGAGE,0.0,8.0,5.0,3.0,3.0,105.2,3.0,2055.74,29162.9,6583.42,Source Verified,debt_consolidation
15400.0,60.0,65209.72,7.45,665.0,8.0,MORTGAGE,0.0,4.0,6.0,4.0,7.0,113.43,7.0,1400.77,13883.69,24585.26,Source Verified,debt_consolidation
12000.0,36.0,60695.29,7.75,775.0,8.0,MORTGAGE,2.0,8.0,2.0,19.0,6.0,160.25,6.0,21339.06,239232.37,26404.93,Not Verified,debt_consolidation
14800.0,36.0,60499.63,18.75,706.0,3.0,RENT,1.0,1.0,8.0,19.0,6.0,115.72,6.0,3609.5,36127.43,27395.39,Source Verified,debt_consolidation
15000.0,36.0,186123.37,10.38,670.0,3.0,MORTGAGE,8.0,2.0,9.0,2.0,17.0,233.77,17.0,3777.36,41340.21,19160.33,Not Verified,debt_consolidation
8000.0,36.0,45441.7,13.93,710.0,1.0,RENT,0.0,6.0,,,12.0,,,,,5275.19,Not Verified,debt_consolidation
10200.0,36.0,72985.01,18.9,662.0,10.0,RENT,0.0,8.0,5.0,5.0,17.0,100.83,5.0,7591.6,66470.21,3257.81,Not Verified,debt_consolidation
6100.0,36.0,39983.19,25.45,702.0,1.0,MORTGAGE,1.0,6.0,4.0,4.0,5.0,161.7,4.0,13636.69,123976.06,3465.52,Source Verified,debt_consolidation
20100.0,60.0,50144.89,29.68,646.0,4.0,MORTGAGE,3.0,5.0,10.0,14.0,24.0,254.98,8.0,13548.51,158233.2,7777.43,Not Verified,debt_consolidation
35800.0,60.0,157030.88,16.12,784.0,0.0,MORTGAGE,3.0,7.0,6.0,3.0,2.0,209.09,2.0,33672.73,474263.02,43579.65,Source Verified,debt_consolidation
16500.0,60.0,39685.74,24.27,745.0,5.0,RENT,0.0,5.0,4.0,,11.0,115.16,11.0,13080.86,102506.42,1003.11,Not Verified,debt_consolidation
15800.0,36.0,65411.73,14.31,734.0,10.0,MORTGAGE,4.0,1.0,6.0,4.0,6.0,185.8,6.0,37514.11,304758.31,27341.55,Not Verified,debt_consolidation
11800.0,36.0,60961.62,28.16,673.0,1.0,MORTGAGE,2.0,6.0,5.0,2.0,,33.07,1.0,22764.72,177775.25,0.0,Source Verified,debt_consolidation
5000.0,36.0,25036.75,21.35,664.0,8.0,RENT,0.0,10.0,9.0,5.0,5.0,131.74,5.0,3765.05,38473.32,10936.47,Source Verified,debt_consolidation
14700.0,36.0,89015.82,16.96,677.0,1.0,MORTGAGE,9.0,8.0,9.0,1.0,18.0,219.46,1.0,12212.44,171919.64,11305.88,Not Verified,debt_consolidation
12100.0,36.0,69603.06,30.68,669.0,10.0,MORTGAGE,4.0,8.0,5.0,10.0,0.0,128.75,0.0,4017.74,87272.67,10433.04,Not Verified,debt_consolidation
12800.0,36.0,60291.68,21.5,655.0,10.0,RENT,0.0,7.0,9.0,0.0,14.0,276.38,0.0,3502.93,50979.2,6356.73,Not Verified,debt_consolidation
14100.0,36.0,83981.52,6.76,733.0,0.0,RENT,0.0,5.0,6.0,0.0,4.0,208.2,2.0,3424.33,49309.44,66995.04,Source Verified,debt_consolidation
7900.0,36.0,26857.63,12.59,690.0,10.0,RENT,0.0,5.0,6.0,20.0,65.0,154.48,3.0,726.65,7053.78,8404.09,Not Verified,debt_consolidation
12200.0,36.0,43160.56,19.11,654.0,6.0,OWN,0.0,6.0,4.0,8.0,8.0,198.35,8.0,2143.24,19520.19,4470.52,Source Verified,debt_consolidation
30400.0,60.0,177221.55,11.35,639.0,10.0,MORTGAGE,6.0,1.0,5.0,3.0,26.0,310.58,3.0,43546.09,440387.66,23889.24,Source Verified,debt_consolidation
22700.0,36.0,97464.28,29.37,704.0,7.0,RENT,0.0,5.0,3.0,17.0,17.0,172.84,7.0,8683.7,88653.25,28748.6,Source Verified,debt_consolidation
10400.0,36.0,117171.97,10.11,720.0,10.0,MORTGAGE,3.0,7.0,5.0,14.0,8.0,175.89,5.0,23586.27,234657.9,52973.22,Source Verified,debt_consolidation
8800.0,36.0,73894.59,17.68,682.0,10.0,MORTGAGE,0.0,9.0,7.0,5.0,5.0,98.14,5.0,3842.33,47511.72,4605.5,Not Verified,debt_consolidation
11800.0,36.0,53730.94,19.26,679.0,2.0,MORTGAGE,0.0,4.0,9.0,0.0,8.0,82.43,8.0,2633.37,34091.96,21688.04,Not Verified,debt_consolidation
27600.0,60.0,78041.98,25.47,685.0,0.0,RENT,3.0,12.0,14.0,9.0,4.0,167.26,1.0,5430.8,106726.76,14040.07,Not Verified,debt_consolidation
15100.0,36.0,42248.37,21.28,710.0,6.0,RENT,2.0,3.0,4.0,1.0,11.0,257.1,10.0,2516.99,20084.71,16476.22,Not Verified,debt_consolidation
3600.0,36.0,49460.39,4.43,669.0,5.0,MORTGAGE,0.0,3.0,6.0,7.0,7.0,168.75,6.0,826.08,4938.8,6586.35,Not Verified,debt_consolidation
6000.0,36.0,95000.26,1.02,656.0,10.0,MORTGAGE,3.0,1.0,3.0,3.0,27.0,261.8,22.0,30771.23,156282.95,3933.8,Not Verified,debt_consolidation
3300.0,36.0,55208.15,27.6,655.0,10.0,MORTGAGE,2.0,7.0,4.0,12.0,3.0,343.4,1.0,25689.69,197277.66,4875.16,Not Verified,debt_consolidation
34900.0,60.0,223090.68,16.03,698.0,1.0,MORTGAGE,1.0,3.0,0.0,3.0,15.0,35.82,3.0,76840.33,531497.53,6643.61,Not Verified,debt_consolidation
4300.0,36.0,57682.99,15.63,674.0,10.0,MORTGAGE,6.0,2.0,5.0,3.0,16.0,197.73,16.0,19358.2,168738.3,12796.88,Not Verified,debt_consolidation
19000.0,60.0,75143.28,17.56,719.0,6.0,MORTGAGE,,,,,,,,,,,Source Verified,debt_consolidation
4700.0,36.0,13187.43,29.46,768.0,,RENT,0.0,4.0,3.0,,3.0,79.09,3.0,467.19,5337.71,16499.82,Not Verified,debt_consolidation
4900.0,36.0,24263.34,14.77,692.0,,RENT,0.0,3.0,5.0,16.0,5.0,56.19,5.0,1323.01,7884.57,16634.24,Not Verified,debt_consolidation
13600.0,60.0,49364.94,24.24,663.0,9.0,RENT,0.0,4.0,9.0,23.0,32.0,163.9,5.0,2170.82,30035.52,3815.92,Not Verified,debt_consolidation
14900.0,36.0,51161.05,22.2,658.0,6.0,RENT,0.0,3.0,5.0,4.0,4.0,108.41,4.0,4675.45,38265.41,29680.73,Not Verified,debt_consolidation
30000.0,60.0,75914.56,30.48,688.0,10.0,RENT,0.0,1.0,8.0,,2.0,235.24,2.0,8287.14,169615.27,38783.63,Source Verified,debt_consolidation
11500.0,36.0,63078.53,25.7,686.0,6.0,MORTGAGE,4.0,13.0,17.0,2.0,1.0,179.37,0.0,8190.07,163736.86,13921.19,Not Verified,debt_consolidation
12000.0,36.0,155773.14,5.12,722.0,1.0,RENT,0.0,1.0,,23.0,65.0,,,,,24478.46,Not Verified,debt_consolidation
35500.0,36.0,251903.84,17.27,706.0,4.0,MORTGAGE,4.0,3.0,9.0,14.0,92.0,271.6,11.0,37746.6,521624.97,38232.26,Not Verified,debt_consolidation
