loan_amnt,term,annual_inc,dti,fico_range_low,emp_length,home_ownership,mort_acc,acc_open_past_24mths,num_actv_rev_tl,mths_since_recent_inq,mths_since_recent_bc,mo_sin_old_rev_tl_op,mo_sin_rcnt_tl,avg_cur_bal,tot_cur_bal,total_bc_limit,verification_status,purpose
18100.0,60.0,47736.07,19.99,630.0,2.0,RENT,0.0,5.0,12.0,0.0,4.0,100.0,0.0,4525.0,23714.54,2878.5,Source Verified,debt_consolidation
18400.0,36.0,49255.46,14.72,654.0,0.0,RENT,0.0,5.0,14.0,4.0,13.0,101.0,8.0,1169.95,9802.89,8030.82,Verified,credit_card
10200.0,60.0,26731.26,44.83,666.0,2.0,MORTGAGE,0.0,8.0,5.0,4.0,7.0,46.0,6.0,17011.51,137187.58,10007.94,Not Verified,home_improvement
11500.0,60.0,38332.6,12.52,642.0,8.0,MORTGAGE,0.0,7.0,8.0,2.0,2.0,49.0,0.0,1869.69,21134.38,8075.98,Not Verified,other
15200.0,60.0,38574.5,28.52,675.0,4.0,RENT,0.0,11.0,9.0,4.0,2.0,94.0,0.0,1598.39,12797.09,4390.73,Source Verified,small_business
5800.0,60.0,23479.36,33.49,645.0,7.0,RENT,1.0,3.0,9.0,4.0,6.0,119.0,4.0,1743.68,9164.7,8508.83,Source Verified,debt_consolidation
20000.0,60.0,51664.91,33.57,674.0,3.0,OWN,0.0,8.0,11.0,1.0,0.0,171.0,1.0,4025.44,31306.04,20876.02,Source Verified,small_business
14900.0,60.0,46793.21,29.6,659.0,1.0,RENT,1.0,7.0,14.0,3.0,0.0,100.0,5.0,7169.56,75333.9,2894.21,Not Verified,other
8900.0,36.0,19936.41,21.11,668.0,2.0,RENT,1.0,10.0,9.0,6.0,19.0,21.0,0.0,11008.33,60522.86,6103.04,Verified,debt_consolidation
13200.0,60.0,38575.37,14.43,613.0,8.0,MORTGAGE,1.0,12.0,6.0,5.0,4.0,37.0,3.0,1458.01,15661.04,3238.8,Verified,credit_card
33000.0,60.0,89589.76,18.42,631.0,7.0,OWN,0.0,8.0,11.0,2.0,4.0,128.0,0.0,842.53,4564.5,2736.4,Source Verified,other
27600.0,60.0,70941.96,29.98,693.0,1.0,RENT,0.0,8.0,8.0,0.0,9.0,100.0,7.0,831.58,5520.09,10687.88,Source Verified,small_business
22100.0,60.0,57981.97,31.61,660.0,4.0,RENT,0.0,10.0,7.0,1.0,6.0,140.0,2.0,3752.25,32198.19,9397.4,Verified,credit_card
28800.0,60.0,75011.91,37.87,653.0,1.0,RENT,1.0,4.0,14.0,2.0,1.0,142.0,0.0,12297.49,146067.99,3499.58,Source Verified,debt_consolidation
12100.0,60.0,33478.95,30.99,682.0,0.0,RENT,0.0,6.0,8.0,0.0,3.0,90.0,3.0,3638.74,24694.27,40888.26,Not Verified,small_business
34000.0,60.0,91687.64,32.0,676.0,4.0,RENT,0.0,8.0,12.0,0.0,0.0,47.0,2.0,1576.15,11458.57,7616.89,Not Verified,other
25100.0,36.0,61333.62,41.41,654.0,0.0,OWN,1.0,8.0,9.0,1.0,13.0,80.0,1.0,1531.53,6911.18,1556.28,Source Verified,debt_consolidation
22600.0,60.0,61172.66,33.88,637.0,0.0,RENT,0.0,13.0,10.0,0.0,14.0,93.0,3.0,2502.16,27462.69,5241.56,Source Verified,debt_consolidation
9100.0,60.0,27578.97,32.35,710.0,3.0,RENT,0.0,13.0,9.0,5.0,1.0,131.0,5.0,1530.31,17636.97,797.28,Source Verified,small_business
12700.0,60.0,30958.38,26.08,674.0,5.0,OWN,2.0,5.0,10.0,3.0,6.0,111.0,5.0,2237.78,19327.53,3561.3,Source Verified,small_business
23600.0,36.0,59460.59,3.82,611.0,2.0,RENT,0.0,12.0,13.0,4.0,13.0,106.0,4.0,3298.14,14670.4,6360.88,Source Verified,other
19700.0,60.0,61255.73,13.37,679.0,4.0,OWN,1.0,5.0,11.0,1.0,5.0,40.0,7.0,771.43,4603.75,7511.75,Source Verified,credit_card
21500.0,60.0,68638.0,33.47,677.0,4.0,MORTGAGE,0.0,10.0,11.0,0.0,7.0,119.0,10.0,15191.28,165597.3,8432.64,Source Verified,small_business
29600.0,60.0,74617.71,12.86,678.0,2.0,OWN,1.0,8.0,8.0,4.0,15.0,101.0,0.0,6634.76,29596.4,2690.32,Verified,debt_consolidation
12700.0,60.0,37153.67,31.61,644.0,9.0,RENT,0.0,12.0,10.0,2.0,0.0,90.0,0.0,4954.46,20076.18,11749.75,Not Verified,debt_consolidation
16000.0,60.0,43956.61,21.54,696.0,9.0,RENT,1.0,9.0,10.0,7.0,4.0,127.0,0.0,3319.64,21893.85,10877.92,Not Verified,small_business
32300.0,60.0,83672.06,22.4,634.0,0.0,RENT,0.0,5.0,8.0,0.0,24.0,100.0,0.0,631.17,7101.15,17964.18,Verified,debt_consolidation
22700.0,36.0,56673.09,31.05,689.0,5.0,OWN,0.0,10.0,9.0,5.0,6.0,84.0,0.0,2506.9,11486.22,6102.23,Not Verified,credit_card
29300.0,60.0,79289.76,27.05,663.0,3.0,OWN,0.0,4.0,12.0,0.0,2.0,116.0,2.0,705.81,4908.1,6242.33,Source Verified,credit_card
28400.0,60.0,64620.09,34.21,703.0,0.0,RENT,1.0,6.0,11.0,3.0,21.0,35.0,3.0,758.93,7574.5,1418.61,Source Verified,debt_consolidation
27900.0,60.0,69308.93,22.99,644.0,2.0,RENT,0.0,5.0,11.0,1.0,10.0,111.0,6.0,4572.8,24128.89,3714.63,Verified,other
23500.0,36.0,59590.84,31.36,674.0,6.0,MORTGAGE,0.0,13.0,13.0,6.0,13.0,12.0,6.0,3693.74,40397.13,4743.42,Verified,small_business
22000.0,60.0,67382.48,32.38,679.0,0.0,RENT,1.0,11.0,5.0,0.0,0.0,137.0,5.0,4174.98,43801.31,5479.09,Source Verified,other
20200.0,60.0,52508.01,19.89,646.0,3.0,RENT,1.0,8.0,4.0,3.0,21.0,88.0,9.0,643.69,3138.79,6515.32,Source Verified,small_business
18500.0,60.0,50315.86,28.93,655.0,3.0,RENT,0.0,11.0,10.0,4.0,10.0,107.0,4.0,9919.37,93010.64,1438.22,Not Verified,debt_consolidation
31700.0,36.0,81159.26,30.05,643.0,3.0,RENT,0.0,10.0,14.0,3.0,0.0,102.0,5.0,4085.04,35884.77,4349.71,Source Verified,credit_card
34000.0,60.0,84446.51,27.48,668.0,1.0,RENT,0.0,4.0,8.0,3.0,2.0,72.0,9.0,1505.29,17152.87,4098.35,Verified,debt_consolidation
23100.0,60.0,62670.96,17.95,674.0,0.0,OWN,0.0,7.0,10.0,0.0,12.0,59.0,0.0,1793.56,10891.0,1262.38,Not Verified,small_business
13000.0,60.0,32625.58,22.63,647.0,9.0,OWN,0.0,13.0,11.0,4.0,5.0,86.0,2.0,5739.49,29301.71,5134.68,Not Verified,other
8700.0,60.0,32013.19,29.14,665.0,7.0,RENT,1.0,6.0,3.0,0.0,3.0,55.0,9.0,4565.91,51660.53,3458.29,Not Verified,credit_card
17300.0,36.0,47805.74,9.46,639.0,5.0,RENT,2.0,10.0,8.0,3.0,8.0,183.0,0.0,5561.36,28811.06,10330.27,Source Verified,credit_card
19600.0,36.0,45949.39,31.29,640.0,7.0,RENT,1.0,12.0,5.0,0.0,1.0,155.0,7.0,1020.71,5567.54,2162.41,Verified,debt_consolidation
14200.0,60.0,35608.36,40.65,610.0,0.0,RENT,1.0,9.0,10.0,4.0,8.0,83.0,2.0,1457.43,12648.04,6647.51,Not Verified,other
7600.0,60.0,19390.55,21.25,622.0,7.0,MORTGAGE,0.0,4.0,9.0,4.0,12.0,133.0,3.0,6188.95,58648.99,1984.69,Verified,small_business
35200.0,60.0,96878.37,24.2,636.0,9.0,OWN,0.0,6.0,8.0,1.0,12.0,67.0,2.0,1689.27,10898.15,2799.06,Not Verified,small_business
3900.0,60.0,16734.25,19.07,658.0,9.0,OWN,0.0,10.0,16.0,5.0,7.0,167.0,0.0,3348.84,29536.8,4842.81,Verified,debt_consolidation
27700.0,60.0,67749.75,40.29,698.0,4.0,RENT,0.0,5.0,10.0,5.0,0.0,12.0,4.0,1618.12,9870.58,5864.31,Source Verified,small_business
23600.0,60.0,62891.42,38.78,663.0,5.0,OWN,0.0,7.0,9.0,0.0,13.0,101.0,4.0,2872.65,26892.73,4890.72,Source Verified,other
29700.0,36.0,71522.48,28.38,658.0,10.0,RENT,0.0,9.0,5.0,5.0,13.0,80.0,2.0,1436.11,15871.16,1825.65,Verified,debt_consolidation
4100.0,36.0,20922.02,31.68,665.0,5.0,OWN,0.0,8.0,4.0,6.0,3.0,49.0,8.0,3816.63,21687.63,7623.92,Verified,small_business
25400.0,36.0,68796.07,21.17,616.0,0.0,RENT,0.0,8.0,6.0,0.0,7.0,52.0,2.0,599.83,5101.21,8411.68,Verified,credit_card
13300.0,60.0,34530.69,33.92,656.0,8.0,OWN,0.0,5.0,7.0,3.0,16.0,145.0,3.0,6986.2,38844.41,25420.81,Source Verified,debt_consolidation
10600.0,36.0,23259.3,27.74,631.0,4.0,RENT,0.0,5.0,7.0,2.0,0.0,20.0,6.0,217.38,1047.19,4436.02,Source Verified,small_business
11000.0,36.0,27659.21,29.32,639.0,3.0,RENT,0.0,7.0,11.0,1.0,10.0,82.0,3.0,1981.83,16355.36,2428.7,Verified,debt_consolidation
22900.0,60.0,55397.43,39.1,712.0,8.0,OWN,2.0,3.0,13.0,0.0,15.0,46.0,3.0,2718.48,31238.0,2235.25,Source Verified,debt_consolidation
15900.0,60.0,38810.46,10.03,707.0,10.0,RENT,1.0,13.0,8.0,0.0,2.0,118.0,6.0,7941.87,54599.12,23481.84,Verified,debt_consolidation
13600.0,60.0,43247.12,33.16,682.0,4.0,RENT,0.0,9.0,18.0,0.0,1.0,52.0,2.0,2768.51,15570.08,5297.63,Verified,small_business
9400.0,36.0,24855.11,36.48,670.0,0.0,RENT,0.0,13.0,7.0,4.0,12.0,79.0,4.0,4233.56,26004.18,10216.02,Not Verified,other
9800.0,36.0,42009.49,38.81,669.0,10.0,MORTGAGE,0.0,15.0,4.0,1.0,13.0,80.0,0.0,2872.9,23358.25,25376.35,Source Verified,other
10100.0,36.0,24726.5,30.68,628.0,3.0,MORTGAGE,0.0,7.0,8.0,6.0,6.0,71.0,7.0,1313.57,12963.35,13553.62,Not Verified,other
17600.0,60.0,47291.33,25.87,620.0,1.0,RENT,0.0,6.0,9.0,3.0,0.0,181.0,4.0,2490.16,16994.26,5188.52,Source Verified,credit_card
7700.0,60.0,20994.01,13.68,664.0,5.0,RENT,0.0,8.0,10.0,4.0,0.0,83.0,6.0,489.84,4718.91,9256.09,Verified,credit_card
21800.0,36.0,65686.15,40.48,642.0,8.0,RENT,0.0,7.0,13.0,4.0,8.0,100.0,0.0,1932.61,20521.22,18153.79,Source Verified,home_improvement
13500.0,36.0,39810.88,10.86,633.0,2.0,RENT,0.0,10.0,6.0,0.0,12.0,159.0,6.0,420.84,1751.51,5791.21,Verified,debt_consolidation
13000.0,60.0,38343.21,28.2,653.0,10.0,OWN,0.0,9.0,8.0,7.0,0.0,12.0,0.0,3708.2,19539.61,4248.13,Source Verified,credit_card
14500.0,36.0,37802.07,31.01,653.0,2.0,MORTGAGE,0.0,8.0,6.0,2.0,10.0,29.0,7.0,2135.76,13223.2,1703.99,Not Verified,other
8900.0,60.0,35704.31,35.63,660.0,0.0,RENT,0.0,6.0,13.0,2.0,17.0,119.0,0.0,2359.66,10535.86,5527.3,Verified,small_business
16700.0,60.0,44033.73,31.01,634.0,4.0,OWN,0.0,4.0,10.0,0.0,0.0,12.0,2.0,4251.17,27979.39,11658.9,Verified,small_business
14600.0,60.0,40010.94,36.09,655.0,1.0,RENT,0.0,7.0,9.0,4.0,14.0,140.0,0.0,4885.63,32970.82,2225.24,Source Verified,credit_card
26000.0,60.0,74649.3,37.25,620.0,9.0,MORTGAGE,0.0,9.0,12.0,1.0,13.0,18.0,3.0,3570.75,23200.52,998.79,Source Verified,debt_consolidation
11000.0,60.0,23800.9,24.94,689.0,7.0,OWN,0.0,10.0,9.0,1.0,13.0,110.0,2.0,2408.1,21233.64,5479.56,Verified,small_business
24000.0,36.0,59933.17,41.6,698.0,4.0,RENT,2.0,10.0,14.0,7.0,11.0,48.0,0.0,3436.81,36081.09,2950.27,Source Verified,credit_card
9400.0,60.0,23924.45,37.21,624.0,0.0,RENT,0.0,13.0,1.0,0.0,5.0,164.0,2.0,467.74,3604.63,5069.44,Not Verified,other
16300.0,36.0,40994.25,18.76,667.0,6.0,RENT,1.0,10.0,11.0,0.0,0.0,99.0,6.0,7121.23,47827.69,10930.5,Not Verified,small_business
18500.0,36.0,50619.62,38.54,649.0,0.0,RENT,0.0,4.0,14.0,3.0,7.0,109.0,0.0,4556.24,37413.3,20191.69,Not Verified,small_business
12300.0,60.0,37228.19,27.37,658.0,0.0,RENT,1.0,10.0,11.0,1.0,0.0,91.0,11.0,2511.66,27471.57,9763.98,Verified,debt_consolidation
15700.0,60.0,42028.6,15.48,657.0,4.0,RENT,3.0,11.0,10.0,5.0,0.0,98.0,5.0,4030.98,26378.99,6286.1,Not Verified,other
12400.0,60.0,29101.27,29.93,688.0,3.0,MORTGAGE,0.0,17.0,6.0,2.0,0.0,84.0,4.0,1517.65,6654.73,1028.81,Verified,debt_consolidation
10900.0,36.0,34596.85,35.46,670.0,8.0,OWN,0.0,4.0,9.0,0.0,0.0,201.0,5.0,1615.25,11254.77,6068.32,Source Verified,credit_card
17600.0,60.0,37807.74,19.46,631.0,5.0,RENT,0.0,12.0,6.0,0.0,0.0,190.0,0.0,2176.11,14321.77,30450.78,Verified,small_business
17400.0,60.0,48057.89,22.94,657.0,9.0,MORTGAGE,0.0,2.0,13.0,0.0,9.0,117.0,2.0,1156.07,12673.64,12586.04,Source Verified,other
12700.0,60.0,33824.31,22.0,655.0,7.0,MORTGAGE,0.0,9.0,13.0,0.0,2.0,170.0,1.0,2354.78,17542.73,11761.04,Source Verified,small_business
19200.0,60.0,50606.33,18.0,633.0,2.0,MORTGAGE,0.0,13.0,10.0,8.0,2.0,69.0,0.0,1472.63,12326.0,3912.21,Not Verified,other
14000.0,36.0,22719.56,30.69,661.0,7.0,RENT,0.0,9.0,8.0,1.0,0.0,97.0,1.0,494.09,4107.49,3724.9,Verified,debt_consolidation
15900.0,60.0,39454.49,20.74,654.0,10.0,RENT,0.0,1.0,7.0,3.0,0.0,76.0,2.0,1946.19,15729.52,2420.69,Verified,home_improvement
23600.0,60.0,57720.21,36.74,693.0,2.0,RENT,0.0,7.0,7.0,4.0,5.0,147.0,3.0,8126.42,95944.44,15825.98,Source Verified,small_business
14700.0,36.0,39773.55,34.44,650.0,2.0,MORTGAGE,0.0,8.0,6.0,0.0,7.0,116.0,2.0,9531.68,80181.23,1575.33,Source Verified,other
21800.0,60.0,48098.47,25.36,667.0,0.0,RENT,1.0,9.0,12.0,7.0,6.0,186.0,2.0,5292.06,43149.9,10616.77,Source Verified,other
20000.0,36.0,49077.48,15.15,610.0,9.0,RENT,0.0,7.0,7.0,0.0,7.0,108.0,3.0,4679.55,41667.46,3560.17,Verified,other
17900.0,60.0,45872.51,36.47,610.0,2.0,MORTGAGE,0.0,12.0,9.0,1.0,4.0,39.0,0.0,2525.01,29200.01,8077.04,Source Verified,other
8400.0,60.0,26609.42,37.57,664.0,7.0,RENT,0.0,13.0,8.0,0.0,10.0,75.0,6.0,4483.36,52145.19,5705.63,Verified,credit_card
14100.0,60.0,36217.39,25.68,659.0,3.0,RENT,0.0,15.0,8.0,2.0,16.0,15.0,1.0,1459.94,11312.72,28144.21,Verified,small_business
19400.0,60.0,48278.3,26.11,680.0,3.0,MORTGAGE,1.0,4.0,5.0,1.0,22.0,124.0,6.0,3298.27,13492.04,8255.58,Not Verified,other
24000.0,36.0,54853.17,24.43,623.0,0.0,OWN,1.0,7.0,8.0,1.0,0.0,79.0,5.0,3758.52,17403.65,5448.46,Verified,debt_consolidation
11100.0,60.0,35630.2,23.86,647.0,0.0,OWN,0.0,8.0,9.0,0.0,4.0,18.0,0.0,2668.53,14941.22,2370.43,Verified,credit_card
19300.0,60.0,55923.63,27.6,610.0,1.0,OWN,0.0,13.0,6.0,5.0,9.0,180.0,8.0,1968.49,18354.94,3843.24,Not Verified,credit_card
9600.0,36.0,22797.93,38.03,632.0,0.0,RENT,0.0,4.0,10.0,4.0,7.0,106.0,4.0,384.38,4392.87,9672.19,Source Verified,debt_consolidation
37600.0,36.0,99018.6,23.44,643.0,2.0,RENT,0.0,12.0,16.0,1.0,0.0,53.0,5.0,3585.45,15955.6,5068.77,Source Verified,small_business
16900.0,60.0,45735.02,36.0,652.0,4.0,RENT,0.0,1.0,5.0,0.0,3.0,73.0,3.0,874.19,8943.75,5450.01,Not Verified,home_improvement
11100.0,60.0,31399.77,27.93,639.0,1.0,MORTGAGE,0.0,14.0,4.0,4.0,0.0,66.0,3.0,1906.98,9304.53,8742.19,Source Verified,debt_consolidation
18500.0,60.0,52402.3,21.62,682.0,7.0,RENT,0.0,8.0,7.0,2.0,3.0,101.0,1.0,4385.45,31580.18,3712.76,Source Verified,small_business
9300.0,36.0,20155.58,32.86,614.0,2.0,RENT,1.0,2.0,12.0,3.0,0.0,218.0,0.0,16847.02,142412.43,9232.2,Verified,small_business
8500.0,60.0,25270.9,19.34,619.0,5.0,RENT,2.0,13.0,11.0,2.0,1.0,116.0,0.0,5179.42,21266.69,17941.7,Not Verified,credit_card
22400.0,36.0,55831.05,15.04,668.0,5.0,RENT,1.0,7.0,15.0,0.0,9.0,145.0,5.0,1025.46,5383.65,6241.64,Source Verified,credit_card
20600.0,60.0,48726.09,20.67,644.0,9.0,RENT,0.0,6.0,12.0,2.0,1.0,104.0,9.0,12507.29,81967.55,4970.63,Source Verified,other
20200.0,60.0,54773.76,36.95,692.0,6.0,RENT,1.0,11.0,9.0,2.0,12.0,89.0,3.0,9707.23,57181.6,3074.14,Verified,small_business
16300.0,60.0,43528.83,20.55,674.0,0.0,OWN,0.0,6.0,9.0,3.0,14.0,68.0,1.0,1355.58,12066.1,1103.25,Source Verified,debt_consolidation
19200.0,36.0,46257.72,45.56,664.0,2.0,RENT,0.0,10.0,7.0,0.0,25.0,98.0,6.0,5748.22,28716.11,1247.16,Not Verified,credit_card
25200.0,60.0,72916.91,49.12,610.0,1.0,MORTGAGE,0.0,11.0,13.0,5.0,15.0,52.0,4.0,3655.22,19144.23,1444.79,Not Verified,credit_card
7000.0,60.0,19481.97,13.32,638.0,3.0,RENT,1.0,8.0,7.0,1.0,18.0,38.0,3.0,5584.91,27684.47,14948.52,Not Verified,debt_consolidation
20600.0,36.0,53306.59,29.55,663.0,0.0,MORTGAGE,0.0,6.0,8.0,7.0,16.0,140.0,5.0,7517.29,48553.41,87343.93,Verified,small_business
16000.0,36.0,48808.03,21.87,637.0,3.0,OWN,1.0,11.0,14.0,3.0,0.0,45.0,2.0,4465.39,42809.49,4827.17,Verified,other
13800.0,60.0,40178.44,19.54,663.0,1.0,RENT,0.0,11.0,9.0,5.0,0.0,12.0,6.0,905.93,4296.98,10421.21,Verified,small_business
11900.0,60.0,35486.39,26.42,663.0,6.0,RENT,0.0,11.0,8.0,0.0,8.0,105.0,1.0,4503.18,20314.09,2668.99,Not Verified,debt_consolidation
19700.0,60.0,57556.05,33.69,632.0,1.0,RENT,1.0,8.0,7.0,3.0,11.0,110.0,2.0,1256.9,10228.39,1423.93,Verified,small_business
33100.0,36.0,85140.29,19.5,624.0,2.0,RENT,0.0,15.0,14.0,0.0,12.0,71.0,0.0,1134.55,7800.37,7150.91,Source Verified,small_business
20300.0,60.0,52015.25,19.22,682.0,5.0,RENT,0.0,12.0,9.0,0.0,9.0,154.0,6.0,5062.87,51216.8,7279.0,Not Verified,small_business
15800.0,36.0,45083.74,13.47,656.0,8.0,OWN,0.0,7.0,14.0,4.0,20.0,70.0,0.0,2747.48,19346.25,8870.44,Verified,credit_card
29000.0,36.0,69078.36,29.37,657.0,6.0,RENT,0.0,6.0,8.0,2.0,8.0,129.0,3.0,1543.23,17538.77,5771.8,Source Verified,credit_card
17200.0,60.0,45531.87,43.8,682.0,5.0,RENT,0.0,6.0,11.0,4.0,15.0,43.0,1.0,2059.71,11136.47,12599.29,Not Verified,debt_consolidation
40000.0,60.0,148627.48,31.0,704.0,0.0,RENT,0.0,8.0,1.0,3.0,12.0,89.0,6.0,2134.35,19771.27,3732.67,Not Verified,home_improvement
14800.0,60.0,42436.64,16.16,610.0,6.0,RENT,0.0,12.0,10.0,0.0,13.0,163.0,4.0,4755.06,32331.78,5341.61,Verified,debt_consolidation
27400.0,36.0,78860.7,32.47,696.0,6.0,OWN,0.0,10.0,9.0,7.0,13.0,162.0,3.0,782.92,3976.49,1275.75,Source Verified,debt_consolidation
12600.0,60.0,33315.35,30.34,683.0,6.0,MORTGAGE,0.0,11.0,5.0,3.0,10.0,105.0,2.0,2139.35,25040.76,6383.3,Not Verified,debt_consolidation
13000.0,36.0,37520.1,24.85,647.0,1.0,RENT,0.0,15.0,8.0,4.0,11.0,114.0,4.0,2573.35,18063.96,2162.01,Not Verified,debt_consolidation
14400.0,60.0,33729.52,41.71,688.0,1.0,RENT,0.0,12.0,4.0,1.0,8.0,35.0,3.0,2594.11,11580.04,1875.74,Source Verified,debt_consolidation
19600.0,60.0,41422.65,18.24,653.0,4.0,MORTGAGE,2.0,9.0,6.0,1.0,1.0,143.0,1.0,753.85,7724.5,11465.87,Source Verified,debt_consolidation
15300.0,60.0,44580.92,10.16,700.0,7.0,RENT,0.0,5.0,7.0,1.0,1.0,173.0,4.0,2842.19,29361.03,12775.53,Verified,small_business
17600.0,60.0,50526.85,28.68,687.0,4.0,RENT,0.0,3.0,10.0,4.0,2.0,12.0,1.0,3383.58,27148.53,3819.1,Verified,other
10200.0,60.0,39240.84,38.83,667.0,3.0,RENT,0.0,10.0,11.0,7.0,5.0,112.0,4.0,1812.86,17110.09,6741.27,Verified,other
22100.0,60.0,64428.68,43.59,638.0,6.0,OWN,1.0,7.0,9.0,2.0,9.0,195.0,0.0,3725.15,29219.89,8263.43,Verified,debt_consolidation
36300.0,36.0,88124.13,20.28,657.0,7.0,OWN,1.0,4.0,11.0,4.0,0.0,48.0,3.0,11091.04,124792.1,14381.29,Not Verified,other
19500.0,36.0,48079.66,21.2,630.0,1.0,RENT,0.0,10.0,9.0,3.0,0.0,48.0,0.0,1333.44,5742.74,4408.3,Source Verified,debt_consolidation
11900.0,60.0,35104.49,26.24,635.0,1.0,MORTGAGE,0.0,9.0,13.0,1.0,0.0,90.0,0.0,1536.94,6423.27,5425.34,Source Verified,small_business
27500.0,36.0,62677.9,24.95,660.0,6.0,RENT,0.0,13.0,6.0,5.0,10.0,87.0,9.0,2025.0,17633.86,8663.84,Verified,credit_card
19900.0,36.0,50472.5,44.1,651.0,4.0,OWN,1.0,4.0,12.0,3.0,11.0,81.0,7.0,660.07,5064.7,1500.61,Verified,small_business
15200.0,60.0,43640.9,40.58,636.0,1.0,OWN,1.0,9.0,10.0,6.0,0.0,90.0,3.0,1038.78,5882.4,4150.32,Source Verified,home_improvement
26200.0,60.0,70875.2,19.91,701.0,0.0,MORTGAGE,1.0,0.0,6.0,6.0,17.0,73.0,6.0,3391.43,24474.05,5904.44,Not Verified,other
19000.0,60.0,53785.62,15.06,640.0,9.0,RENT,0.0,5.0,10.0,0.0,8.0,119.0,2.0,4725.05,23880.82,14645.88,Source Verified,small_business
30900.0,60.0,82152.59,38.23,654.0,3.0,MORTGAGE,0.0,5.0,10.0,0.0,0.0,111.0,6.0,1682.5,19013.8,2515.74,Source Verified,small_business
13200.0,60.0,38621.81,25.09,655.0,2.0,MORTGAGE,0.0,11.0,12.0,2.0,5.0,87.0,0.0,405.13,4274.21,4973.01,Verified,other
14100.0,60.0,29144.03,22.19,610.0,3.0,OWN,0.0,4.0,15.0,3.0,11.0,62.0,5.0,438.2,4588.31,13788.44,Source Verified,small_business
5800.0,36.0,21428.77,28.5,728.0,7.0,RENT,0.0,15.0,15.0,4.0,0.0,87.0,7.0,1130.55,7168.37,8175.84,Source Verified,other
29900.0,60.0,82659.01,26.39,639.0,4.0,MORTGAGE,1.0,2.0,4.0,1.0,0.0,70.0,5.0,2437.9,10329.81,4864.79,Verified,other
12300.0,60.0,37053.39,30.83,676.0,6.0,OWN,2.0,5.0,3.0,0.0,4.0,115.0,7.0,3038.39,22719.77,20837.99,Verified,debt_consolidation
14600.0,60.0,32306.82,9.42,610.0,8.0,RENT,0.0,8.0,6.0,3.0,2.0,153.0,2.0,4891.95,26883.11,12736.09,Verified,other
32000.0,60.0,81719.91,38.71,650.0,6.0,MORTGAGE,0.0,11.0,15.0,6.0,8.0,95.0,3.0,4020.2,24194.05,63764.46,Source Verified,other
