loan_amnt,term,annual_inc,dti,fico_range_low,emp_length,home_ownership,mort_acc,acc_open_past_24mths,num_actv_rev_tl,mths_since_recent_inq,mths_since_recent_bc,mo_sin_old_rev_tl_op,mo_sin_rcnt_tl,avg_cur_bal,tot_cur_bal,total_bc_limit,verification_status,purpose
7200.0,36.0,55000.0,2.47,670.0,4.0,RENT,2.0,3.0,3.0,3.0,4.0,249.0,4.0,278.0,2225.0,17300.0,Source Verified,debt_consolidation
3000.0,36.0,61500.0,31.08,670.0,4.0,RENT,0.0,7.0,9.0,1.0,6.0,126.0,2.0,3833.0,53664.0,25600.0,Not Verified,debt_consolidation
20000.0,36.0,125000.0,18.17,675.0,7.0,MORTGAGE,6.0,9.0,17.0,10.0,9.0,432.0,9.0,10605.0,296941.0,55000.0,Not Verified,debt_consolidation
5000.0,36.0,93000.0,9.65,760.0,7.0,MORTGAGE,7.0,10.0,2.0,4.0,4.0,108.0,3.0,25472.0,331134.0,11200.0,Not Verified,debt_consolidation
5000.0,36.0,48000.0,14.25,720.0,8.0,RENT,0.0,4.0,9.0,1.0,4.0,198.0,2.0,1678.0,21816.0,7600.0,Not Verified,debt_consolidation
13000.0,36.0,140000.0,19.07,680.0,0.0,RENT,3.0,2.0,4.0,13.0,93.0,372.0,10.0,13343.0,80056.0,58500.0,Source Verified,debt_consolidation
12000.0,36.0,75000.0,5.65,660.0,2.0,RENT,0.0,4.0,3.0,9.0,14.0,22.0,9.0,2653.0,10612.0,4100.0,Source Verified,debt_consolidation
2500.0,36.0,28540.0,33.31,675.0,,RENT,3.0,4.0,5.0,0.0,13.0,448.0,6.0,1406.0,15470.0,6800.0,Source Verified,debt_consolidation
8000.0,36.0,50000.0,18.36,685.0,3.0,RENT,0.0,6.0,3.0,1.0,13.0,136.0,3.0,2294.0,20643.0,4800.0,Source Verified,debt_consolidation
12000.0,36.0,129000.0,9.86,690.0,3.0,MORTGAGE,5.0,4.0,5.0,20.0,8.0,234.0,3.0,36386.0,327472.0,43500.0,Source Verified,debt_consolidation
7500.0,36.0,44000.0,14.18,660.0,0.0,RENT,0.0,4.0,4.0,3.0,17.0,55.0,3.0,2132.0,19187.0,2500.0,Source Verified,debt_consolidation
16000.0,36.0,75000.0,10.58,670.0,6.0,MORTGAGE,3.0,1.0,4.0,13.0,36.0,178.0,10.0,16023.0,304430.0,16100.0,Not Verified,debt_consolidation
21825.0,60.0,52000.0,30.38,700.0,1.0,RENT,0.0,5.0,3.0,,99.0,99.0,7.0,6896.0,62062.0,11300.0,Source Verified,debt_consolidation
10000.0,36.0,75000.0,19.63,735.0,8.0,MORTGAGE,0.0,10.0,3.0,2.0,1.0,225.0,1.0,2923.0,43851.0,40700.0,Source Verified,debt_consolidation
15500.0,36.0,78000.0,15.28,665.0,10.0,MORTGAGE,2.0,4.0,5.0,11.0,2.0,137.0,2.0,22730.0,159109.0,10200.0,Source Verified,debt_consolidation
5000.0,36.0,106000.0,7.52,685.0,10.0,MORTGAGE,5.0,1.0,3.0,2.0,,250.0,14.0,41429.0,331433.0,0.0,Source Verified,debt_consolidation
14000.0,36.0,222000.0,24.93,700.0,10.0,MORTGAGE,4.0,3.0,6.0,7.0,61.0,255.0,8.0,41695.0,458650.0,47500.0,Not Verified,debt_consolidation
8000.0,36.0,110000.0,24.76,695.0,5.0,MORTGAGE,1.0,6.0,,7.0,7.0,,,,,39200.0,Not Verified,debt_consolidation
28175.0,60.0,84000.0,29.14,685.0,2.0,MORTGAGE,5.0,8.0,11.0,0.0,9.0,304.0,9.0,21760.0,391688.0,45800.0,Source Verified,debt_consolidation
14400.0,36.0,80000.0,20.24,710.0,10.0,MORTGAGE,11.0,6.0,7.0,1.0,2.0,249.0,2.0,16728.0,317835.0,20400.0,Not Verified,debt_consolidation
8225.0,36.0,60000.0,27.89,735.0,2.0,MORTGAGE,2.0,0.0,4.0,,27.0,323.0,27.0,43171.0,431713.0,35800.0,Source Verified,debt_consolidation
24000.0,36.0,70000.0,16.75,700.0,5.0,RENT,0.0,2.0,4.0,8.0,20.0,54.0,20.0,4481.0,31366.0,30000.0,Source Verified,debt_consolidation
28000.0,36.0,70000.0,15.21,740.0,10.0,RENT,1.0,1.0,3.0,1.0,85.0,387.0,14.0,10809.0,43237.0,54800.0,Not Verified,debt_consolidation
21000.0,60.0,100000.0,26.49,680.0,2.0,MORTGAGE,2.0,4.0,6.0,13.0,24.0,59.0,4.0,26035.0,260350.0,15500.0,Source Verified,debt_consolidation
17775.0,60.0,49500.0,28.32,675.0,10.0,MORTGAGE,0.0,10.0,6.0,3.0,3.0,94.0,1.0,7084.0,106265.0,15400.0,Source Verified,debt_consolidation
15000.0,36.0,90000.0,11.17,700.0,2.0,RENT,4.0,2.0,3.0,0.0,52.0,167.0,0.0,18557.0,185565.0,3200.0,Not Verified,debt_consolidation
29375.0,36.0,61200.0,27.29,720.0,,MORTGAGE,4.0,1.0,10.0,19.0,19.0,236.0,19.0,14182.0,198544.0,25800.0,Not Verified,debt_consolidation
25150.0,60.0,75000.0,23.75,700.0,9.0,MORTGAGE,1.0,5.0,5.0,,20.0,235.0,3.0,14875.0,252873.0,28800.0,Not Verified,debt_consolidation
22250.0,60.0,90000.0,20.56,720.0,10.0,MORTGAGE,3.0,3.0,8.0,2.0,36.0,289.0,9.0,27761.0,471929.0,48700.0,Not Verified,debt_consolidation
6000.0,36.0,77000.0,20.19,695.0,6.0,MORTGAGE,1.0,7.0,,5.0,13.0,,,,,26300.0,Source Verified,debt_consolidation
20000.0,36.0,225000.0,17.29,690.0,1.0,MORTGAGE,1.0,6.0,8.0,5.0,8.0,193.0,3.0,48934.0,734011.0,40900.0,Not Verified,debt_consolidation
16000.0,36.0,60000.0,18.8,675.0,2.0,RENT,0.0,5.0,4.0,10.0,16.0,53.0,5.0,5364.0,42914.0,7500.0,Not Verified,debt_consolidation
15850.0,36.0,56000.0,31.91,660.0,9.0,MORTGAGE,1.0,4.0,,0.0,58.0,,,,,11300.0,Source Verified,debt_consolidation
19800.0,36.0,66000.0,27.05,745.0,10.0,MORTGAGE,0.0,5.0,7.0,11.0,15.0,191.0,8.0,5912.0,76853.0,82400.0,Not Verified,debt_consolidation
15000.0,36.0,52000.0,18.09,680.0,3.0,RENT,1.0,6.0,2.0,2.0,6.0,249.0,2.0,5912.0,41383.0,11000.0,Not Verified,debt_consolidation
20000.0,36.0,54000.0,23.69,660.0,4.0,MORTGAGE,1.0,8.0,6.0,3.0,15.0,51.0,6.0,11186.0,123043.0,8200.0,Not Verified,debt_consolidation
22000.0,60.0,120000.0,20.11,705.0,10.0,MORTGAGE,0.0,5.0,8.0,5.0,21.0,363.0,3.0,5694.0,96803.0,58900.0,Source Verified,debt_consolidation
3600.0,36.0,30000.0,20.88,660.0,5.0,MORTGAGE,2.0,8.0,3.0,6.0,17.0,41.0,7.0,11968.0,83777.0,3300.0,Not Verified,debt_consolidation
12000.0,36.0,53000.0,15.01,715.0,10.0,MORTGAGE,1.0,1.0,5.0,,2.0,178.0,2.0,14591.0,131317.0,24500.0,Not Verified,debt_consolidation
20000.0,60.0,85000.0,19.12,690.0,10.0,MORTGAGE,11.0,3.0,7.0,3.0,10.0,199.0,6.0,20251.0,222757.0,23200.0,Not Verified,debt_consolidation
16000.0,60.0,121000.0,6.63,680.0,8.0,MORTGAGE,0.0,1.0,7.0,0.0,22.0,202.0,22.0,3302.0,23113.0,28400.0,Not Verified,debt_consolidation
35000.0,36.0,160000.0,27.23,700.0,8.0,RENT,2.0,9.0,13.0,5.0,0.0,179.0,0.0,7433.0,178396.0,76400.0,Not Verified,debt_consolidation
25000.0,36.0,96000.0,26.03,675.0,8.0,MORTGAGE,3.0,8.0,8.0,6.0,14.0,89.0,6.0,8569.0,128533.0,12400.0,Not Verified,debt_consolidation
4800.0,36.0,34000.0,38.69,700.0,10.0,MORTGAGE,2.0,4.0,9.0,0.0,5.0,95.0,1.0,9584.0,134175.0,11200.0,Not Verified,debt_consolidation
12000.0,60.0,90000.0,37.39,720.0,10.0,MORTGAGE,1.0,4.0,6.0,10.0,40.0,286.0,2.0,11528.0,126809.0,27000.0,Source Verified,debt_consolidation
3500.0,36.0,22000.0,32.95,670.0,5.0,RENT,2.0,6.0,10.0,11.0,8.0,268.0,7.0,697.0,8373.0,4000.0,Not Verified,debt_consolidation
10000.0,36.0,120000.0,3.25,725.0,1.0,MORTGAGE,2.0,6.0,,4.0,5.0,,,,,27800.0,Not Verified,debt_consolidation
10000.0,36.0,165000.0,15.06,660.0,10.0,MORTGAGE,3.0,9.0,13.0,1.0,5.0,93.0,5.0,28598.0,457575.0,26100.0,Not Verified,debt_consolidation
28000.0,36.0,90000.0,22.08,660.0,2.0,MORTGAGE,5.0,3.0,3.0,2.0,12.0,148.0,1.0,45313.0,317190.0,8100.0,Source Verified,debt_consolidation
21000.0,36.0,90000.0,19.4,765.0,10.0,MORTGAGE,4.0,3.0,2.0,5.0,36.0,348.0,5.0,33302.0,199809.0,34500.0,Not Verified,debt_consolidation
15000.0,36.0,39000.0,18.15,675.0,6.0,RENT,0.0,3.0,3.0,10.0,18.0,89.0,5.0,3008.0,15038.0,5700.0,Not Verified,debt_consolidation
25000.0,60.0,144000.0,14.57,690.0,7.0,MORTGAGE,2.0,8.0,14.0,1.0,4.0,410.0,3.0,12566.0,226200.0,20900.0,Not Verified,debt_consolidation
25000.0,36.0,114900.0,24.0,685.0,10.0,MORTGAGE,1.0,9.0,25.0,,4.0,373.0,4.0,6312.0,195679.0,65800.0,Source Verified,debt_consolidation
10300.0,36.0,24578.0,25.54,665.0,10.0,OWN,0.0,1.0,6.0,0.0,28.0,156.0,22.0,2182.0,17458.0,7500.0,Not Verified,debt_consolidation
8000.0,36.0,30000.0,22.09,675.0,0.0,RENT,0.0,5.0,4.0,12.0,19.0,31.0,3.0,4733.0,33129.0,4700.0,Not Verified,debt_consolidation
13000.0,36.0,50000.0,27.75,660.0,10.0,RENT,1.0,7.0,5.0,2.0,10.0,372.0,2.0,1935.0,19352.0,8400.0,Source Verified,debt_consolidation
5000.0,36.0,30000.0,38.88,680.0,4.0,OWN,0.0,3.0,5.0,22.0,5.0,228.0,5.0,3669.0,62365.0,9700.0,Source Verified,debt_consolidation
20000.0,36.0,75000.0,10.77,700.0,3.0,MORTGAGE,2.0,2.0,3.0,17.0,52.0,525.0,9.0,63530.0,381179.0,17000.0,Not Verified,debt_consolidation
6400.0,36.0,40000.0,0.57,685.0,0.0,OWN,,,,,,,,,,,Not Verified,debt_consolidation
8500.0,36.0,40000.0,9.18,670.0,6.0,RENT,0.0,1.0,7.0,10.0,84.0,94.0,10.0,1066.0,7462.0,7100.0,Source Verified,debt_consolidation
16000.0,36.0,57000.0,13.73,705.0,10.0,MORTGAGE,1.0,1.0,3.0,9.0,102.0,196.0,7.0,24600.0,123002.0,8500.0,Not Verified,debt_consolidation
8000.0,36.0,61000.0,17.61,665.0,4.0,RENT,0.0,8.0,9.0,0.0,14.0,137.0,7.0,1082.0,14061.0,13200.0,Source Verified,debt_consolidation
30000.0,60.0,170000.0,14.4,715.0,10.0,RENT,0.0,0.0,3.0,,52.0,200.0,37.0,11284.0,78986.0,30400.0,Source Verified,debt_consolidation
4000.0,36.0,78000.0,27.77,675.0,6.0,MORTGAGE,4.0,4.0,4.0,3.0,56.0,484.0,9.0,25531.0,280840.0,1300.0,Not Verified,debt_consolidation
35000.0,60.0,110000.0,8.71,670.0,10.0,MORTGAGE,,,,,,,,,,,Not Verified,debt_consolidation
21000.0,60.0,128000.0,3.31,685.0,10.0,MORTGAGE,4.0,1.0,2.0,7.0,22.0,306.0,22.0,73376.0,366879.0,17000.0,Not Verified,debt_consolidation
6000.0,36.0,36000.0,21.13,670.0,6.0,MORTGAGE,1.0,3.0,5.0,1.0,8.0,71.0,8.0,14114.0,141137.0,12500.0,Not Verified,debt_consolidation
24000.0,60.0,102000.0,9.17,705.0,6.0,RENT,0.0,1.0,8.0,0.0,45.0,170.0,9.0,2724.0,29964.0,36400.0,Not Verified,debt_consolidation
10500.0,36.0,30000.0,27.28,675.0,9.0,OWN,0.0,4.0,8.0,18.0,24.0,100.0,3.0,1939.0,25207.0,10900.0,Not Verified,debt_consolidation
23200.0,36.0,77760.0,19.41,705.0,9.0,MORTGAGE,4.0,4.0,6.0,12.0,21.0,458.0,12.0,25944.0,259443.0,19600.0,Not Verified,debt_consolidation
2175.0,36.0,34000.0,11.26,660.0,10.0,MORTGAGE,3.0,3.0,4.0,1.0,5.0,191.0,2.0,3519.0,17595.0,6900.0,Not Verified,debt_consolidation
5875.0,36.0,31000.0,26.75,660.0,9.0,RENT,0.0,4.0,6.0,13.0,13.0,196.0,7.0,2679.0,18750.0,8200.0,Not Verified,debt_consolidation
2200.0,36.0,55000.0,5.45,755.0,3.0,RENT,0.0,3.0,2.0,11.0,13.0,113.0,8.0,2715.0,10861.0,25000.0,Not Verified,debt_consolidation
9250.0,60.0,28000.0,18.58,755.0,1.0,MORTGAGE,1.0,2.0,4.0,4.0,53.0,220.0,12.0,8028.0,104358.0,10100.0,Source Verified,debt_consolidation
3450.0,36.0,40000.0,19.2,675.0,0.0,RENT,0.0,6.0,5.0,1.0,12.0,127.0,2.0,3237.0,38849.0,1800.0,Not Verified,debt_consolidation
35000.0,36.0,115000.0,20.91,700.0,1.0,RENT,0.0,2.0,7.0,10.0,25.0,136.0,10.0,7383.0,88600.0,30500.0,Source Verified,debt_consolidation
5000.0,36.0,60000.0,20.05,725.0,0.0,RENT,0.0,2.0,3.0,10.0,9.0,111.0,6.0,4615.0,46147.0,45000.0,Not Verified,debt_consolidation
18000.0,60.0,45000.0,11.25,700.0,2.0,MORTGAGE,3.0,4.0,6.0,3.0,20.0,113.0,14.0,12907.0,129069.0,15800.0,Not Verified,debt_consolidation
25600.0,60.0,140000.0,10.15,675.0,10.0,MORTGAGE,9.0,7.0,10.0,4.0,7.0,119.0,4.0,17507.0,297623.0,16500.0,Source Verified,debt_consolidation
35000.0,36.0,150000.0,19.06,725.0,8.0,MORTGAGE,2.0,14.0,11.0,1.0,12.0,175.0,10.0,2936.0,61654.0,67200.0,Source Verified,debt_consolidation
19500.0,60.0,55000.0,15.36,670.0,10.0,RENT,0.0,4.0,3.0,,11.0,140.0,4.0,7676.0,30702.0,12000.0,Source Verified,debt_consolidation
16425.0,36.0,75000.0,20.78,695.0,10.0,RENT,0.0,2.0,7.0,9.0,77.0,173.0,7.0,3299.0,32993.0,3300.0,Source Verified,debt_consolidation
25000.0,60.0,104000.0,18.01,660.0,10.0,OWN,5.0,1.0,10.0,4.0,25.0,157.0,14.0,8435.0,118094.0,26500.0,Source Verified,debt_consolidation
12000.0,60.0,25000.0,11.47,720.0,10.0,RENT,,,,,,,,,,,Not Verified,debt_consolidation
10000.0,36.0,59000.0,13.12,705.0,10.0,RENT,1.0,6.0,10.0,6.0,3.0,227.0,3.0,9455.0,113456.0,32300.0,Not Verified,debt_consolidation
9000.0,36.0,80000.0,8.52,670.0,10.0,MORTGAGE,1.0,6.0,8.0,7.0,7.0,106.0,6.0,1229.0,12290.0,7700.0,Source Verified,debt_consolidation
26500.0,36.0,66000.0,24.76,675.0,10.0,MORTGAGE,6.0,4.0,8.0,4.0,14.0,136.0,7.0,22765.0,273177.0,24100.0,Not Verified,debt_consolidation
8000.0,36.0,100000.0,0.62,775.0,5.0,RENT,0.0,7.0,2.0,20.0,9.0,74.0,9.0,167.0,2342.0,45100.0,Not Verified,debt_consolidation
9000.0,36.0,320000.0,4.1,680.0,6.0,RENT,0.0,9.0,3.0,2.0,7.0,62.0,2.0,6022.0,48178.0,3200.0,Source Verified,debt_consolidation
14000.0,36.0,67000.0,18.25,675.0,10.0,RENT,4.0,3.0,4.0,19.0,13.0,141.0,13.0,7492.0,44951.0,13300.0,Not Verified,debt_consolidation
15000.0,60.0,65000.0,20.46,665.0,1.0,OWN,0.0,6.0,7.0,19.0,13.0,39.0,13.0,2956.0,56171.0,8700.0,Source Verified,debt_consolidation
24000.0,36.0,54600.0,12.29,700.0,0.0,RENT,0.0,1.0,4.0,1.0,14.0,160.0,14.0,3768.0,18838.0,18000.0,Not Verified,debt_consolidation
18000.0,36.0,86500.0,19.35,660.0,10.0,MORTGAGE,0.0,4.0,9.0,4.0,4.0,132.0,4.0,12286.0,147435.0,8100.0,Not Verified,debt_consolidation
20000.0,36.0,85000.0,17.61,660.0,10.0,MORTGAGE,1.0,3.0,2.0,5.0,80.0,128.0,5.0,22571.0,157994.0,2400.0,Not Verified,debt_consolidation
21000.0,36.0,150000.0,4.25,765.0,0.0,RENT,5.0,2.0,3.0,5.0,10.0,183.0,9.0,36546.0,365460.0,54476.0,Not Verified,debt_consolidation
11000.0,36.0,65000.0,20.21,665.0,6.0,RENT,0.0,6.0,5.0,2.0,9.0,111.0,8.0,2651.0,31812.0,8500.0,Not Verified,debt_consolidation
18000.0,36.0,60000.0,22.89,730.0,8.0,RENT,2.0,4.0,5.0,23.0,23.0,172.0,14.0,2032.0,26417.0,56700.0,Source Verified,debt_consolidation
5200.0,36.0,118000.0,19.16,665.0,10.0,MORTGAGE,3.0,9.0,5.0,1.0,28.0,247.0,8.0,21958.0,373283.0,3500.0,Source Verified,debt_consolidation
20000.0,36.0,75000.0,25.18,770.0,7.0,RENT,0.0,2.0,5.0,22.0,6.0,147.0,6.0,3514.0,28115.0,52400.0,Not Verified,debt_consolidation
24000.0,60.0,50280.0,21.15,670.0,2.0,RENT,0.0,13.0,4.0,4.0,17.0,66.0,4.0,3530.0,67072.0,7000.0,Source Verified,debt_consolidation
16000.0,36.0,68000.0,25.41,685.0,9.0,RENT,0.0,3.0,15.0,12.0,14.0,202.0,14.0,1367.0,23232.0,16400.0,Not Verified,debt_consolidation
11500.0,60.0,47500.0,31.27,755.0,10.0,MORTGAGE,2.0,5.0,10.0,0.0,5.0,238.0,0.0,10523.0,189405.0,76800.0,Not Verified,debt_consolidation
15000.0,36.0,51000.0,22.4,775.0,10.0,MORTGAGE,4.0,6.0,3.0,,14.0,193.0,10.0,37136.0,259949.0,4000.0,Not Verified,debt_consolidation
8400.0,36.0,38000.0,26.1,665.0,10.0,RENT,2.0,4.0,2.0,13.0,62.0,193.0,8.0,2335.0,18677.0,5700.0,Source Verified,debt_consolidation
21700.0,36.0,95000.0,9.99,720.0,8.0,RENT,0.0,0.0,3.0,,117.0,205.0,33.0,8356.0,33424.0,18500.0,Source Verified,debt_consolidation
19250.0,60.0,46000.0,20.52,685.0,0.0,RENT,0.0,4.0,4.0,4.0,16.0,142.0,16.0,4221.0,37992.0,16900.0,Source Verified,debt_consolidation
5000.0,36.0,107500.0,17.74,660.0,9.0,OWN,3.0,8.0,9.0,7.0,7.0,209.0,5.0,14618.0,248501.0,17900.0,Not Verified,debt_consolidation
15000.0,60.0,50000.0,14.79,675.0,1.0,MORTGAGE,2.0,5.0,6.0,0.0,32.0,241.0,0.0,11230.0,101074.0,10700.0,Source Verified,debt_consolidation
13375.0,60.0,56000.0,25.44,675.0,8.0,RENT,0.0,7.0,9.0,6.0,17.0,95.0,8.0,4012.0,60184.0,12500.0,Source Verified,debt_consolidation
15000.0,36.0,75000.0,34.57,670.0,10.0,MORTGAGE,1.0,6.0,5.0,1.0,9.0,162.0,1.0,21985.0,241834.0,4000.0,Not Verified,debt_consolidation
20000.0,36.0,60000.0,2.6,745.0,0.0,MORTGAGE,,,,,,,,,,,Not Verified,debt_consolidation
15000.0,36.0,65000.0,19.33,670.0,10.0,RENT,0.0,5.0,2.0,8.0,1.0,233.0,1.0,7012.0,42074.0,11900.0,Source Verified,debt_consolidation
6400.0,36.0,40000.0,24.24,670.0,0.0,RENT,0.0,3.0,7.0,19.0,20.0,97.0,3.0,2696.0,37738.0,7400.0,Not Verified,debt_consolidation
28000.0,36.0,85000.0,26.15,705.0,10.0,MORTGAGE,5.0,2.0,8.0,,5.0,236.0,5.0,11461.0,171917.0,8500.0,Source Verified,debt_consolidation
20000.0,60.0,57000.0,24.91,665.0,10.0,RENT,0.0,1.0,7.0,17.0,73.0,319.0,19.0,5231.0,83690.0,4500.0,Source Verified,debt_consolidation
14400.0,60.0,60000.0,17.46,675.0,10.0,MORTGAGE,2.0,7.0,4.0,12.0,7.0,164.0,7.0,15615.0,140535.0,2900.0,Source Verified,debt_consolidation
10000.0,36.0,150000.0,10.73,685.0,3.0,MORTGAGE,7.0,6.0,6.0,1.0,9.0,156.0,6.0,15139.0,181670.0,9400.0,Not Verified,debt_consolidation
20000.0,60.0,70000.0,8.61,705.0,10.0,MORTGAGE,6.0,2.0,8.0,4.0,4.0,162.0,4.0,31164.0,311639.0,12700.0,Not Verified,debt_consolidation
